count, data_out
      47672,`f6
      47673,`c4
      47674,`00
      47675,`d6
      47676,`10
      47677,`47
      47678,`bb
      47679,`41
      47680,`9a
      47681,`7f
      47682,`6c
      47683,`54
      47684,`04
      47685,`b9
      47686,`7c
      47687,`00
      47688,`77
      47689,`28
      47690,`bd
      47691,`b6
      47692,`b4
      47693,`ce
      47694,`fc
      47695,`7d
      47696,`73
      47697,`be
      47698,`a9
      47699,`5f
      47700,`5b
      47701,`5b
      47702,`5f
      47703,`bf
      47704,`bb
      47705,`ae
      47706,`f2
      47707,`44
      47708,`04
      47709,`aa
      47710,`b4
      47711,`d0
      47712,`2c
      47713,`e1
      47714,`12
      47715,`04
      47716,`f1
      47717,`bc
      47718,`47
      47719,`0d
      47720,`51
      47721,`b4
      47722,`3c
      47723,`0c
      47724,`19
      47725,`75
      47726,`43
      47727,`37
      47728,`65
      47729,`eb
      47730,`e4
      47731,`1f
      47732,`19
      47733,`65
      47734,`c3
      47735,`24
      47736,`31
      47737,`9b
      47738,`3d
      47739,`1d
      47740,`a0
      47741,`1f
      47742,`53
      47743,`d5
      47744,`06
      47745,`54
      47746,`66
      47747,`c9
      47748,`97
      47749,`f2
      47750,`78
      47751,`a4
      47752,`93
      47753,`77
      47754,`a4
      47755,`9d
      47756,`27
      47757,`2b
      47758,`a8
      47759,`ed
      47760,`aa
      47761,`49
      47762,`48
      47763,`86
      47764,`d7
      47765,`b2
      47766,`36
      47767,`ba
      47768,`02
      47769,`d3
      47770,`ca
      47771,`72
      47772,`29
      47773,`80
      47774,`2f
      47775,`f4
      47776,`49
      47777,`1a
      47778,`76
      47779,`08
      47780,`bc
      47781,`a9
      47782,`5d
      47783,`2b
      47784,`d9
      47785,`55
      47786,`91
      47787,`e0
      47788,`8e
      47789,`a5
      47790,`4b
      47791,`36
      47792,`54
      47793,`52
      47794,`a9
      47795,`a7
      47796,`1b
      47797,`b4
      47798,`79
      47799,`d4
      47800,`12
      47801,`35
      47802,`49
      47803,`c9
      47804,`be
      47805,`0a
      47806,`17
      47807,`23
      47808,`5c
      47809,`84
      47810,`b0
      47811,`18
      47812,`e8
      47813,`da
      47814,`cc
      47815,`ea
      47816,`6f
      47817,`96
      47818,`77
      47819,`a1
      47820,`45
      47821,`62
      47822,`3b
      47823,`63
      47824,`76
      47825,`7a
      47826,`4c
      47827,`51
      47828,`fb
      47829,`54
      47830,`8c
      47831,`79
      47832,`e9
      47833,`8a
      47834,`4d
      47835,`8f
      47836,`2a
      47837,`22
      47838,`5c
      47839,`85
      47840,`88
      47841,`59
      47842,`ed
      47843,`4d
      47844,`e1
      47845,`7a
      47846,`c4
      47847,`91
      47848,`6e
      47849,`de
      47850,`b6
      47851,`de
      47852,`7e
      47853,`1e
      47854,`a5
      47855,`c4
      47856,`5e
      47857,`06
      47858,`c2
      47859,`76
      47860,`c0
      47861,`7c
      47862,`72
      47863,`87
      47864,`d0
      47865,`1b
      47866,`c9
      47867,`e1
      47868,`e2
      47869,`84
      47870,`17
      47871,`b0
      47872,`94
      47873,`c8
      47874,`4b
      47875,`53
      47876,`8c
      47877,`7e
      47878,`41
      47879,`4d
      47880,`57
      47881,`6a
      47882,`ea
      47883,`d2
      47884,`0e
      47885,`93
      47886,`c7
      47887,`24
      47888,`35
      47889,`7b
      47890,`39
      47891,`08
      47892,`fc
      47893,`a9
      47894,`13
      47895,`7b
      47896,`18
      47897,`30
      47898,`9a
      47899,`04
      47900,`64
      47901,`e4
      47902,`8d
      47903,`e9
      47904,`68
      47905,`3d
      47906,`f8
      47907,`78
      47908,`af
      47909,`1b
      47910,`bd
      47911,`81
      47912,`9c
      47913,`3d
      47914,`1a
      47915,`08
      47916,`d8
      47917,`49
      47918,`30
      47919,`c6
      47920,`a4
      47921,`34
      47922,`df
      47923,`d8
      47924,`8f
      47925,`a0
      47926,`92
      47927,`4b
      47928,`05
      47929,`9c
      47930,`a5
      47931,`5a
      47932,`8e
      47933,`06
      47934,`03
      47935,`4e
      47936,`53
      47937,`89
      47938,`a6
      47939,`04
      47940,`5d
      47941,`9c
      47942,`f1
      47943,`3a
      47944,`d7
      47945,`17
      47946,`ee
      47947,`44
      47948,`1a
      47949,`7a
      47950,`28
      47951,`b1
      47952,`96
      47953,`b9
      47954,`f1
      47955,`18
      47956,`a7
      47957,`b2
      47958,`4c
      47959,`8a
      47960,`f3
      47961,`5f
      47962,`0d
      47963,`4b
      47964,`84
      47965,`a4
      47966,`78
      47967,`ff
      47968,`9b
      47969,`e0
      47970,`85
      47971,`2d
      47972,`81
      47973,`13
      47974,`55
      47975,`48
      47976,`98
      47977,`07
      47978,`2e
      47979,`57
      47980,`00
      47981,`5a
      47982,`30
      47983,`d6
      47984,`24
      47985,`27
      47986,`8b
      47987,`a8
      47988,`56
      47989,`a2
      47990,`2b
      47991,`31
      47992,`95
      47993,`6d
      47994,`92
      47995,`95
      47996,`d5
      47997,`d2
      47998,`34
      47999,`a3
      48000,`78
      48001,`f8
      48002,`33
      48003,`27
      48004,`9f
      48005,`c8
      48006,`41
      48007,`e3
      48008,`07
      48009,`5e
      48010,`d7
      48011,`7a
      48012,`f6
      48013,`61
      48014,`d8
      48015,`28
      48016,`08
      48017,`ee
      48018,`59
      48019,`82
      48020,`25
      48021,`46
      48022,`b2
      48023,`b8
      48024,`ea
      48025,`11
      48026,`46
      48027,`82
      48028,`38
      48029,`de
      48030,`ed
      48031,`d6
      48032,`e9
      48033,`3f
      48034,`15
      48035,`62
      48036,`66
      48037,`fb
      48038,`67
      48039,`44
      48040,`8e
      48041,`1a
      48042,`a3
      48043,`50
      48044,`38
      48045,`1d
      48046,`a5
      48047,`c7
      48048,`16
      48049,`c5
      48050,`cd
      48051,`cf
      48052,`b6
      48053,`cc
      48054,`8e
      48055,`8f
      48056,`fb
      48057,`9a
      48058,`dc
      48059,`24
      48060,`2c
      48061,`03
      48062,`62
      48063,`73
      48064,`a3
      48065,`31
      48066,`00
      48067,`35
      48068,`58
      48069,`71
      48070,`ec
      48071,`5b
      48072,`f0
      48073,`d7
      48074,`ce
      48075,`96
      48076,`cd
      48077,`91
      48078,`66
      48079,`1e
      48080,`bf
      48081,`f4
      48082,`c6
      48083,`72
      48084,`24
      48085,`98
      48086,`63
      48087,`ce
      48088,`3a
      48089,`ed
      48090,`27
      48091,`51
      48092,`98
      48093,`1c
      48094,`26
      48095,`8e
      48096,`71
      48097,`2b
      48098,`f3
      48099,`e5
      48100,`3d
      48101,`68
      48102,`f8
      48103,`20
      48104,`ef
      48105,`4f
      48106,`93
      48107,`88
      48108,`4c
      48109,`b5
      48110,`1b
      48111,`a5
      48112,`c1
      48113,`86
      48114,`43
      48115,`d2
      48116,`bd
      48117,`5b
      48118,`ac
      48119,`77
      48120,`9e
      48121,`ad
      48122,`98
      48123,`f7
      48124,`ae
      48125,`b1
      48126,`0c
      48127,`89
      48128,`f5
      48129,`cc
      48130,`c3
      48131,`97
      48132,`f9
      48133,`f0
      48134,`6e
      48135,`b6
      48136,`76
      48137,`be
      48138,`ac
      48139,`87
      48140,`1e
      48141,`4b
      48142,`94
      48143,`24
      48144,`6b
      48145,`ab
      48146,`eb
      48147,`39
      48148,`87
      48149,`94
      48150,`fb
      48151,`83
      48152,`a4
      48153,`7f
      48154,`57
      48155,`5c
      48156,`fa
      48157,`60
      48158,`ed
      48159,`71
      48160,`41
      48161,`43
      48162,`07
      48163,`e5
      48164,`df
      48165,`18
      48166,`8f
      48167,`72
      48168,`62
      48169,`08
      48170,`ab
      48171,`81
      48172,`89
      48173,`65
      48174,`4c
      48175,`4c
      48176,`63
      48177,`0b
      48178,`e2
      48179,`7a
      48180,`c7
      48181,`d9
      48182,`ad
      48183,`d1
      48184,`0f
      48185,`a8
      48186,`ce
      48187,`e2
      48188,`ad
      48189,`ef
      48190,`df
      48191,`13
      48192,`07
      48193,`b8
      48194,`47
      48195,`09
      48196,`b1
      48197,`b0
      48198,`29
      48199,`50
      48200,`af
      48201,`35
      48202,`ed
      48203,`29
      48204,`01
      48205,`17
      48206,`29
      48207,`ec
      48208,`0f
      48209,`90
      48210,`8e
      48211,`df
      48212,`7b
      48213,`c7
      48214,`d8
      48215,`95
      48216,`90
      48217,`0a
      48218,`3f
      48219,`e3
      48220,`72
      48221,`06
      48222,`e8
      48223,`c6
      48224,`6c
      48225,`f4
      48226,`04
      48227,`02
      48228,`74
      48229,`62
      48230,`0e
      48231,`3b
      48232,`07
      48233,`96
      48234,`17
      48235,`a1
      48236,`2c
      48237,`9a
      48238,`1a
      48239,`b4
      48240,`78
      48241,`ec
      48242,`53
      48243,`30
      48244,`de
      48245,`e4
      48246,`2e
      48247,`a1
      48248,`10
      48249,`3a
      48250,`23
      48251,`77
      48252,`0c
      48253,`5d
      48254,`95
      48255,`09
      48256,`72
      48257,`f8
      48258,`38
      48259,`af
      48260,`55
      48261,`ed
      48262,`40
      48263,`f9
      48264,`36
      48265,`fe
      48266,`e2
      48267,`99
      48268,`8f
      48269,`ef
      48270,`fa
      48271,`cb
      48272,`65
      48273,`00
      48274,`6c
      48275,`20
      48276,`64
      48277,`c7
      48278,`c5
      48279,`0d
      48280,`cf
      48281,`64
      48282,`3c
      48283,`cd
      48284,`21
      48285,`e6
      48286,`b6
      48287,`e3
      48288,`e6
      48289,`66
      48290,`63
      48291,`27
      48292,`c2
      48293,`50
      48294,`50
      48295,`dd
      48296,`c5
      48297,`15
      48298,`8f
      48299,`7e
      48300,`42
      48301,`05
      48302,`94
      48303,`65
      48304,`53
      48305,`a4
      48306,`be
      48307,`6f
      48308,`cf
      48309,`0f
      48310,`b4
      48311,`6e
      48312,`fc
      48313,`c6
      48314,`7b
      48315,`dc
      48316,`d0
      48317,`4c
      48318,`e1
      48319,`7b
      48320,`fc
      48321,`d0
      48322,`6b
      48323,`49
      48324,`9b
      48325,`4e
      48326,`d5
      48327,`19
      48328,`bc
      48329,`bb
      48330,`ad
      48331,`ba
      48332,`87
      48333,`0b
      48334,`13
      48335,`c2
      48336,`60
      48337,`d0
      48338,`e9
      48339,`39
      48340,`85
      48341,`e4
      48342,`79
      48343,`89
      48344,`8a
      48345,`24
      48346,`77
      48347,`0b
      48348,`f5
      48349,`52
      48350,`13
      48351,`97
      48352,`38
      48353,`c8
      48354,`fd
      48355,`43
      48356,`a2
      48357,`3d
      48358,`21
      48359,`00
      48360,`26
      48361,`90
      48362,`a1
      48363,`b7
      48364,`92
      48365,`5f
      48366,`65
      48367,`8b
      48368,`e4
      48369,`76
      48370,`e1
      48371,`44
      48372,`14
      48373,`2a
      48374,`a7
      48375,`84
      48376,`5c
      48377,`38
      48378,`10
      48379,`bd
      48380,`8b
      48381,`2c
      48382,`b6
      48383,`3a
      48384,`9e
      48385,`ef
      48386,`e8
      48387,`3b
      48388,`f4
      48389,`5e
      48390,`32
      48391,`a2
      48392,`46
      48393,`29
      48394,`b0
      48395,`af
      48396,`c0
      48397,`b5
      48398,`8a
      48399,`1d
      48400,`0f
      48401,`77
      48402,`26
      48403,`ed
      48404,`39
      48405,`81
      48406,`04
      48407,`7d
      48408,`9c
      48409,`d6
      48410,`92
      48411,`37
      48412,`a5
      48413,`eb
      48414,`36
      48415,`ef
      48416,`5a
      48417,`cb
      48418,`de
      48419,`08
      48420,`0e
      48421,`59
      48422,`77
      48423,`7d
      48424,`e5
      48425,`ae
      48426,`a0
      48427,`b4
      48428,`db
      48429,`a4
      48430,`2b
      48431,`37
      48432,`05
      48433,`eb
      48434,`8d
      48435,`e7
      48436,`38
      48437,`b2
      48438,`cd
      48439,`b2
      48440,`2e
      48441,`fa
      48442,`18
      48443,`ad
      48444,`02
      48445,`c7
      48446,`aa
      48447,`65
      48448,`68
      48449,`ac
      48450,`40
      48451,`b6
      48452,`5e
      48453,`7e
      48454,`82
      48455,`05
      48456,`46
      48457,`95
      48458,`10
      48459,`0a
      48460,`a3
      48461,`43
      48462,`f0
      48463,`cd
      48464,`fe
      48465,`0e
      48466,`b9
      48467,`77
      48468,`88
      48469,`bd
      48470,`0d
      48471,`bc
      48472,`ac
      48473,`85
      48474,`6e
      48475,`c9
      48476,`9e
