count, parallel 8 bit, parallel 14 bit, serial
      11059,'d4,'0cab,'08
      11060,'59,'2977,'10
      11061,'e4,'37b1,'20
      11062,'51,'24da,'41
      11063,'18,'3438,'83
      11064,'04,'0ea7,'06
      11065,'fe,'3c8b,'0c
      11066,'2a,'0c28,'18
      11067,'73,'3c08,'30
      11068,'97,'1957,'61
      11069,'c6,'12ee,'c2
      11070,'de,'2f63,'85
      11071,'da,'09b5,'0a
      11072,'24,'2871,'14
      11073,'0e,'1d4f,'28
      11074,'7d,'3916,'51
      11075,'ea,'1851,'a3
      11076,'2c,'3810,'47
      11077,'f2,'32af,'8f
      11078,'28,'25dc,'1e
      11079,'0c,'1ec6,'3c
      11080,'02,'136b,'79
      11081,'7f,'10e2,'f2
      11082,'95,'3a9f,'e4
      11083,'b9,'322c,'c8
      11084,'4b,'30a3,'91
      11085,'63,'3020,'22
      11086,'6f,'255f,'45
      11087,'6d,'0bb9,'8b
      11088,'12,'3d8d,'16
      11089,'87,'26d6,'2c
      11090,'3e,'21c4,'59
      11091,'75,'353e,'b3
      11092,'16,'2459,'67
      11093,'79,'2147,'ce
      11094,'14,'2041,'9d
      11095,'06,'0abf,'3a
      11096,'81,'1773,'75
      11097,'bf,'3b1a,'ea
      11098,'ca,'0dad,'d4
      11099,'dc,'0389,'a9
      11100,'a5,'2a7d,'53
      11101,'b1,'08b3,'a7
      11102,'b7,'028f,'4f
      11103,'36,'0083,'9f
      11104,'89,'157f,'3e
      11105,'43,'2ee6,'7d
      11106,'9f,'3634,'fa
      11107,'3a,'1b5b,'f4
      11108,'8b,'0712,'e8
      11109,'3c,'14fa,'d0
      11110,'0a,'1167,'a1
      11111,'83,'051e,'43
      11112,'c0,'0106,'87
      11113,'5f,'2afe,'0e
      11114,'65,'1dcc,'1c
      11115,'ee,'2c69,'38
      11116,'d2,'36b7,'71
      11117,'d8,'0e24,'e2
      11118,'5b,'29f4,'c4
      11119,'9b,'22ce,'89
      11120,'c4,'0a3c,'12
      11121,'a1,'020c,'24
      11122,'4f,'15fc,'49
      11123,'9d,'3b99,'93
      11124,'45,'18d2,'26
      11125,'1e,'2d6f,'4d
      11126,'85,'1c49,'9b
      11127,'41,'13e8,'36
      11128,'e0,'059d,'6d
      11129,'af,'1479,'da
      11130,'32,'0418,'b5
      11131,'77,'2bf8,'6b
      11132,'69,'3732,'d6
      11133,'ec,'31a5,'ad
      11134,'ad,'1ade,'5b
      11135,'4d,'3893,'b7
      11136,'e2,'27d0,'6f
      11137,'d0,'0b3a,'de
      11138,'a7,'28f2,'bd
      11139,'ce,'0830,'7b
      11140,'22,'17f0,'f6
      11141,'8f,'2e65,'ec
      11142,'c2,'234b,'d8
      11143,'20,'35bd,'b1
      11144,'f0,'3126,'63
      11145,'57,'0fa1,'c6
      11146,'99,'1675,'8d
      11147,'bb,'11e4,'1a
      11148,'34,'1061,'34
      11149,'f6,'2fe0,'69
      11150,'d6,'1cca,'d2
      11151,'26,'0697,'a5
      11152,'71,'2b7b,'4b
      11153,'e8,'224d,'97
      11154,'53,'1f43,'2e
      11155,'67,'2cea,'5d
      11156,'91,'23c8,'bb
      11157,'47,'20c2,'77
      11158,'61,'1fc0,'ee
      11159,'10,'3995,'dc
      11160,'f8,'0d2e,'b9
      11161,'ab,'16f6,'73
      11162,'cc,'049b,'e6
      11163,'5d,'3e87,'cc
      11164,'1a,'19d4,'99
      11165,'7b,'0791,'32
      11166,'6b,'0185,'65
      11167,'93,'3f81,'ca
      11168,'38,'332a,'95
      11169,'f4,'1a5d,'2a
      11170,'a9,'2dec,'55
      11171,'b3,'0936,'ab
      11172,'c8,'3d0e,'57
      11173,'a3,'33a9,'af
      11174,'30,'0f22,'5f
      11175,'08,'030a,'bf
      11176,'fc,'3f02,'7f
      11177,'55,'2655,'fe
      11178,'e6,'34bb,'fc
      11179,'2e,'1bd8,'f8
      11180,'8d,'126d,'f0
      11181,'bd,'3a1c,'e0
      11182,'b5,'2753,'c0
      11183,'49,'1e45,'81
      11184,'1c,'0614,'02
      11185,'fa,'3e04,'04
      11186,'d4,'0cab,'08
      11187,'59,'2977,'10
      11188,'e4,'37b1,'20
      11189,'51,'24da,'41
      11190,'18,'3438,'83
      11191,'04,'0ea7,'06
      11192,'fe,'3c8b,'0c
      11193,'2a,'0c28,'18
      11194,'73,'3c08,'30
      11195,'97,'1957,'61
      11196,'c6,'12ee,'c2
      11197,'de,'2f63,'85
      11198,'da,'09b5,'0a
      11199,'24,'2871,'14
      11200,'0e,'1d4f,'28
      11201,'7d,'3916,'51
      11202,'ea,'1851,'a3
      11203,'2c,'3810,'47
      11204,'f2,'32af,'8f
      11205,'28,'25dc,'1e
      11206,'0c,'1ec6,'3c
      11207,'02,'136b,'79
      11208,'7f,'10e2,'f2
      11209,'95,'3a9f,'e4
      11210,'b9,'322c,'c8
      11211,'4b,'30a3,'91
      11212,'63,'3020,'22
      11213,'6f,'255f,'45
      11214,'6d,'0bb9,'8b
      11215,'12,'3d8d,'16
      11216,'87,'26d6,'2c
      11217,'3e,'21c4,'59
      11218,'75,'353e,'b3
      11219,'16,'2459,'67
      11220,'79,'2147,'ce
      11221,'14,'2041,'9d
      11222,'06,'0abf,'3a
      11223,'81,'1773,'75
      11224,'bf,'3b1a,'ea
      11225,'ca,'0dad,'d4
      11226,'dc,'0389,'a9
      11227,'a5,'2a7d,'53
      11228,'b1,'08b3,'a7
      11229,'b7,'028f,'4f
      11230,'36,'0083,'9f
      11231,'89,'157f,'3e
      11232,'43,'2ee6,'7d
      11233,'9f,'3634,'fa
      11234,'3a,'1b5b,'f4
      11235,'8b,'0712,'e8
      11236,'3c,'14fa,'d0
      11237,'0a,'1167,'a1
      11238,'83,'051e,'43
      11239,'c0,'0106,'87
      11240,'5f,'2afe,'0e
      11241,'65,'1dcc,'1c
      11242,'ee,'2c69,'38
      11243,'d2,'36b7,'71
      11244,'d8,'0e24,'e2
      11245,'5b,'29f4,'c4
      11246,'9b,'22ce,'89
      11247,'c4,'0a3c,'12
      11248,'a1,'020c,'24
      11249,'4f,'15fc,'49
      11250,'9d,'3b99,'93
      11251,'45,'18d2,'26
      11252,'1e,'2d6f,'4d
      11253,'85,'1c49,'9b
      11254,'41,'13e8,'36
      11255,'e0,'059d,'6d
      11256,'af,'1479,'da
      11257,'32,'0418,'b5
      11258,'77,'2bf8,'6b
      11259,'69,'3732,'d6
      11260,'ec,'31a5,'ad
      11261,'ad,'1ade,'5b
      11262,'4d,'3893,'b7
      11263,'e2,'27d0,'6f
      11264,'d0,'0b3a,'de
      11265,'a7,'28f2,'bd
      11266,'ce,'0830,'7b
      11267,'22,'17f0,'f6
      11268,'8f,'2e65,'ec
      11269,'c2,'234b,'d8
      11270,'20,'35bd,'b1
      11271,'f0,'3126,'63
      11272,'57,'0fa1,'c6
      11273,'99,'1675,'8d
      11274,'bb,'11e4,'1a
      11275,'34,'1061,'34
      11276,'f6,'2fe0,'69
      11277,'d6,'1cca,'d2
      11278,'26,'0697,'a5
      11279,'71,'2b7b,'4b
      11280,'e8,'224d,'97
      11281,'53,'1f43,'2e
      11282,'67,'2cea,'5d
      11283,'91,'23c8,'bb
      11284,'47,'20c2,'77
      11285,'61,'1fc0,'ee
      11286,'10,'3995,'dc
      11287,'f8,'0d2e,'b9
      11288,'ab,'16f6,'73
      11289,'cc,'049b,'e6
      11290,'5d,'3e87,'cc
      11291,'1a,'19d4,'99
      11292,'7b,'0791,'32
      11293,'6b,'0185,'65
      11294,'93,'3f81,'ca
      11295,'38,'332a,'95
      11296,'f4,'1a5d,'2a
      11297,'a9,'2dec,'55
      11298,'b3,'0936,'ab
      11299,'c8,'3d0e,'57
      11300,'a3,'33a9,'af
      11301,'30,'0f22,'5f
      11302,'08,'030a,'bf
      11303,'fc,'3f02,'7f
      11304,'55,'2655,'fe
      11305,'e6,'34bb,'fc
      11306,'2e,'1bd8,'f8
      11307,'8d,'126d,'f0
      11308,'bd,'3a1c,'e0
      11309,'b5,'2753,'c0
      11310,'49,'1e45,'81
      11311,'1c,'0614,'02
      11312,'fa,'3e04,'04
      11313,'d4,'0cab,'08
      11314,'59,'2977,'10
      11315,'e4,'37b1,'20
      11316,'51,'24da,'41
      11317,'18,'3438,'83
      11318,'04,'0ea7,'06
      11319,'fe,'3c8b,'0c
      11320,'2a,'0c28,'18
      11321,'73,'3c08,'30
      11322,'97,'1957,'61
      11323,'c6,'12ee,'c2
      11324,'de,'2f63,'85
      11325,'da,'09b5,'0a
      11326,'24,'2871,'14
      11327,'0e,'1d4f,'28
      11328,'7d,'3916,'51
      11329,'ea,'1851,'a3
      11330,'2c,'3810,'47
      11331,'f2,'32af,'8f
      11332,'28,'25dc,'1e
      11333,'0c,'1ec6,'3c
      11334,'02,'136b,'79
      11335,'7f,'10e2,'f2
      11336,'95,'3a9f,'e4
      11337,'b9,'322c,'c8
      11338,'4b,'30a3,'91
      11339,'63,'3020,'22
      11340,'6f,'255f,'45
      11341,'6d,'0bb9,'8b
      11342,'12,'3d8d,'16
      11343,'87,'26d6,'2c
      11344,'3e,'21c4,'59
      11345,'75,'353e,'b3
      11346,'16,'2459,'67
      11347,'79,'2147,'ce
      11348,'14,'2041,'9d
      11349,'06,'0abf,'3a
      11350,'81,'1773,'75
      11351,'bf,'3b1a,'ea
      11352,'ca,'0dad,'d4
      11353,'dc,'0389,'a9
      11354,'a5,'2a7d,'53
      11355,'b1,'08b3,'a7
      11356,'b7,'028f,'4f
      11357,'36,'0083,'9f
      11358,'89,'157f,'3e
      11359,'43,'2ee6,'7d
      11360,'9f,'3634,'fa
      11361,'3a,'1b5b,'f4
      11362,'8b,'0712,'e8
      11363,'3c,'14fa,'d0
      11364,'0a,'1167,'a1
      11365,'83,'051e,'43
      11366,'c0,'0106,'87
      11367,'5f,'2afe,'0e
      11368,'65,'1dcc,'1c
      11369,'ee,'2c69,'38
      11370,'d2,'36b7,'71
      11371,'d8,'0e24,'e2
      11372,'5b,'29f4,'c4
      11373,'9b,'22ce,'89
      11374,'c4,'0a3c,'12
      11375,'a1,'020c,'24
      11376,'4f,'15fc,'49
      11377,'9d,'3b99,'93
      11378,'45,'18d2,'26
      11379,'1e,'2d6f,'4d
      11380,'85,'1c49,'9b
      11381,'41,'13e8,'36
      11382,'e0,'059d,'6d
      11383,'af,'1479,'da
      11384,'32,'0418,'b5
      11385,'77,'2bf8,'6b
      11386,'69,'3732,'d6
      11387,'ec,'31a5,'ad
      11388,'ad,'1ade,'5b
      11389,'4d,'3893,'b7
      11390,'e2,'27d0,'6f
      11391,'d0,'0b3a,'de
      11392,'a7,'28f2,'bd
      11393,'ce,'0830,'7b
      11394,'22,'17f0,'f6
      11395,'8f,'2e65,'ec
      11396,'c2,'234b,'d8
      11397,'20,'35bd,'b1
      11398,'f0,'3126,'63
      11399,'57,'0fa1,'c6
      11400,'99,'1675,'8d
      11401,'bb,'11e4,'1a
      11402,'34,'1061,'34
      11403,'f6,'2fe0,'69
      11404,'d6,'1cca,'d2
      11405,'26,'0697,'a5
      11406,'71,'2b7b,'4b
      11407,'e8,'224d,'97
      11408,'53,'1f43,'2e
      11409,'67,'2cea,'5d
      11410,'91,'23c8,'bb
      11411,'47,'20c2,'77
      11412,'61,'1fc0,'ee
      11413,'10,'3995,'dc
      11414,'f8,'0d2e,'b9
      11415,'ab,'16f6,'73
      11416,'cc,'049b,'e6
      11417,'5d,'3e87,'cc
      11418,'1a,'19d4,'99
      11419,'7b,'0791,'32
      11420,'6b,'0185,'65
      11421,'93,'3f81,'ca
      11422,'38,'332a,'95
      11423,'f4,'1a5d,'2a
      11424,'a9,'2dec,'55
      11425,'b3,'0936,'ab
      11426,'c8,'3d0e,'57
      11427,'a3,'33a9,'af
      11428,'30,'0f22,'5f
      11429,'08,'030a,'bf
      11430,'fc,'3f02,'7f
      11431,'55,'2655,'fe
      11432,'e6,'34bb,'fc
      11433,'2e,'1bd8,'f8
      11434,'8d,'126d,'f0
      11435,'bd,'3a1c,'e0
      11436,'b5,'2753,'c0
      11437,'49,'1e45,'81
      11438,'1c,'0614,'02
      11439,'fa,'3e04,'04
      11440,'d4,'0cab,'08
      11441,'59,'2977,'10
      11442,'e4,'37b1,'20
      11443,'51,'24da,'41
      11444,'18,'3438,'83
      11445,'04,'0ea7,'06
      11446,'fe,'3c8b,'0c
      11447,'2a,'0c28,'18
      11448,'73,'3c08,'30
      11449,'97,'1957,'61
      11450,'c6,'12ee,'c2
      11451,'de,'2f63,'85
      11452,'da,'09b5,'0a
      11453,'24,'2871,'14
      11454,'0e,'1d4f,'28
      11455,'7d,'3916,'51
      11456,'ea,'1851,'a3
      11457,'2c,'3810,'47
      11458,'f2,'32af,'8f
      11459,'28,'25dc,'1e
      11460,'0c,'1ec6,'3c
      11461,'02,'136b,'79
      11462,'7f,'10e2,'f2
      11463,'95,'3a9f,'e4
      11464,'b9,'322c,'c8
      11465,'4b,'30a3,'91
      11466,'63,'3020,'22
      11467,'6f,'255f,'45
      11468,'6d,'0bb9,'8b
      11469,'12,'3d8d,'16
      11470,'87,'26d6,'2c
      11471,'3e,'21c4,'59
      11472,'75,'353e,'b3
      11473,'16,'2459,'67
      11474,'79,'2147,'ce
      11475,'14,'2041,'9d
      11476,'06,'0abf,'3a
      11477,'81,'1773,'75
      11478,'bf,'3b1a,'ea
      11479,'ca,'0dad,'d4
      11480,'dc,'0389,'a9
      11481,'a5,'2a7d,'53
      11482,'b1,'08b3,'a7
      11483,'b7,'028f,'4f
      11484,'36,'0083,'9f
      11485,'89,'157f,'3e
      11486,'43,'2ee6,'7d
      11487,'9f,'3634,'fa
      11488,'3a,'1b5b,'f4
      11489,'8b,'0712,'e8
      11490,'3c,'14fa,'d0
      11491,'0a,'1167,'a1
      11492,'83,'051e,'43
      11493,'c0,'0106,'87
      11494,'5f,'2afe,'0e
      11495,'65,'1dcc,'1c
      11496,'ee,'2c69,'38
      11497,'d2,'36b7,'71
      11498,'d8,'0e24,'e2
      11499,'5b,'29f4,'c4
      11500,'9b,'22ce,'89
      11501,'c4,'0a3c,'12
      11502,'a1,'020c,'24
      11503,'4f,'15fc,'49
      11504,'9d,'3b99,'93
      11505,'45,'18d2,'26
      11506,'1e,'2d6f,'4d
      11507,'85,'1c49,'9b
      11508,'41,'13e8,'36
      11509,'e0,'059d,'6d
      11510,'af,'1479,'da
      11511,'32,'0418,'b5
      11512,'77,'2bf8,'6b
      11513,'69,'3732,'d6
      11514,'ec,'31a5,'ad
      11515,'ad,'1ade,'5b
      11516,'4d,'3893,'b7
      11517,'e2,'27d0,'6f
      11518,'d0,'0b3a,'de
      11519,'a7,'28f2,'bd
      11520,'ce,'0830,'7b
      11521,'22,'17f0,'f6
      11522,'8f,'2e65,'ec
      11523,'c2,'234b,'d8
      11524,'20,'35bd,'b1
      11525,'f0,'3126,'63
      11526,'57,'0fa1,'c6
      11527,'99,'1675,'8d
      11528,'bb,'11e4,'1a
      11529,'34,'1061,'34
      11530,'f6,'2fe0,'69
      11531,'d6,'1cca,'d2
      11532,'26,'0697,'a5
      11533,'71,'2b7b,'4b
      11534,'e8,'224d,'97
      11535,'53,'1f43,'2e
      11536,'67,'2cea,'5d
      11537,'91,'23c8,'bb
      11538,'47,'20c2,'77
      11539,'61,'1fc0,'ee
      11540,'10,'3995,'dc
      11541,'f8,'0d2e,'b9
      11542,'ab,'16f6,'73
      11543,'cc,'049b,'e6
      11544,'5d,'3e87,'cc
      11545,'1a,'19d4,'99
      11546,'7b,'0791,'32
      11547,'6b,'0185,'65
      11548,'93,'3f81,'ca
      11549,'38,'332a,'95
      11550,'f4,'1a5d,'2a
      11551,'a9,'2dec,'55
      11552,'b3,'0936,'ab
      11553,'c8,'3d0e,'57
      11554,'a3,'33a9,'af
      11555,'30,'0f22,'5f
      11556,'08,'030a,'bf
      11557,'fc,'3f02,'7f
      11558,'55,'2655,'fe
      11559,'e6,'34bb,'fc
      11560,'2e,'1bd8,'f8
      11561,'8d,'126d,'f0
      11562,'bd,'3a1c,'e0
      11563,'b5,'2753,'c0
      11564,'49,'1e45,'81
      11565,'1c,'0614,'02
      11566,'fa,'3e04,'04
      11567,'d4,'0cab,'08
      11568,'59,'2977,'10
      11569,'e4,'37b1,'20
      11570,'51,'24da,'41
      11571,'18,'3438,'83
      11572,'04,'0ea7,'06
      11573,'fe,'3c8b,'0c
      11574,'2a,'0c28,'18
      11575,'73,'3c08,'30
      11576,'97,'1957,'61
      11577,'c6,'12ee,'c2
      11578,'de,'2f63,'85
      11579,'da,'09b5,'0a
      11580,'24,'2871,'14
      11581,'0e,'1d4f,'28
      11582,'7d,'3916,'51
      11583,'ea,'1851,'a3
      11584,'2c,'3810,'47
      11585,'f2,'32af,'8f
      11586,'28,'25dc,'1e
      11587,'0c,'1ec6,'3c
      11588,'02,'136b,'79
      11589,'7f,'10e2,'f2
      11590,'95,'3a9f,'e4
      11591,'b9,'322c,'c8
      11592,'4b,'30a3,'91
      11593,'63,'3020,'22
      11594,'6f,'255f,'45
      11595,'6d,'0bb9,'8b
      11596,'12,'3d8d,'16
      11597,'87,'26d6,'2c
      11598,'3e,'21c4,'59
      11599,'75,'353e,'b3
      11600,'16,'2459,'67
      11601,'79,'2147,'ce
      11602,'14,'2041,'9d
      11603,'06,'0abf,'3a
      11604,'81,'1773,'75
      11605,'bf,'3b1a,'ea
      11606,'ca,'0dad,'d4
      11607,'dc,'0389,'a9
      11608,'a5,'2a7d,'53
      11609,'b1,'08b3,'a7
      11610,'b7,'028f,'4f
      11611,'36,'0083,'9f
      11612,'89,'157f,'3e
      11613,'43,'2ee6,'7d
      11614,'9f,'3634,'fa
      11615,'3a,'1b5b,'f4
      11616,'8b,'0712,'e8
      11617,'3c,'14fa,'d0
      11618,'0a,'1167,'a1
      11619,'83,'051e,'43
      11620,'c0,'0106,'87
      11621,'5f,'2afe,'0e
      11622,'65,'1dcc,'1c
      11623,'ee,'2c69,'38
      11624,'d2,'36b7,'71
      11625,'d8,'0e24,'e2
      11626,'5b,'29f4,'c4
      11627,'9b,'22ce,'89
      11628,'c4,'0a3c,'12
      11629,'a1,'020c,'24
      11630,'4f,'15fc,'49
      11631,'9d,'3b99,'93
      11632,'45,'18d2,'26
      11633,'1e,'2d6f,'4d
      11634,'85,'1c49,'9b
      11635,'41,'13e8,'36
      11636,'e0,'059d,'6d
      11637,'af,'1479,'da
      11638,'32,'0418,'b5
      11639,'77,'2bf8,'6b
      11640,'69,'3732,'d6
      11641,'ec,'31a5,'ad
      11642,'ad,'1ade,'5b
      11643,'4d,'3893,'b7
      11644,'e2,'27d0,'6f
      11645,'d0,'0b3a,'de
      11646,'a7,'28f2,'bd
      11647,'ce,'0830,'7b
      11648,'22,'17f0,'f6
      11649,'8f,'2e65,'ec
      11650,'c2,'234b,'d8
      11651,'20,'35bd,'b1
      11652,'f0,'3126,'63
      11653,'57,'0fa1,'c6
      11654,'99,'1675,'8d
      11655,'bb,'11e4,'1a
      11656,'34,'1061,'34
      11657,'f6,'2fe0,'69
      11658,'d6,'1cca,'d2
      11659,'26,'0697,'a5
      11660,'71,'2b7b,'4b
      11661,'e8,'224d,'97
      11662,'53,'1f43,'2e
      11663,'67,'2cea,'5d
      11664,'91,'23c8,'bb
      11665,'47,'20c2,'77
      11666,'61,'1fc0,'ee
      11667,'10,'3995,'dc
      11668,'f8,'0d2e,'b9
      11669,'ab,'16f6,'73
      11670,'cc,'049b,'e6
      11671,'5d,'3e87,'cc
      11672,'1a,'19d4,'99
      11673,'7b,'0791,'32
      11674,'6b,'0185,'65
      11675,'93,'3f81,'ca
      11676,'38,'332a,'95
      11677,'f4,'1a5d,'2a
      11678,'a9,'2dec,'55
      11679,'b3,'0936,'ab
      11680,'c8,'3d0e,'57
      11681,'a3,'33a9,'af
      11682,'30,'0f22,'5f
      11683,'08,'030a,'bf
      11684,'fc,'3f02,'7f
      11685,'55,'2655,'fe
      11686,'e6,'34bb,'fc
      11687,'2e,'1bd8,'f8
      11688,'8d,'126d,'f0
      11689,'bd,'3a1c,'e0
      11690,'b5,'2753,'c0
      11691,'49,'1e45,'81
      11692,'1c,'0614,'02
      11693,'fa,'3e04,'04
      11694,'d4,'0cab,'08
      11695,'59,'2977,'10
      11696,'e4,'37b1,'20
      11697,'51,'24da,'41
      11698,'18,'3438,'83
      11699,'04,'0ea7,'06
      11700,'fe,'3c8b,'0c
      11701,'2a,'0c28,'18
      11702,'73,'3c08,'30
      11703,'97,'1957,'61
      11704,'c6,'12ee,'c2
      11705,'de,'2f63,'85
      11706,'da,'09b5,'0a
      11707,'24,'2871,'14
      11708,'0e,'1d4f,'28
      11709,'7d,'3916,'51
      11710,'ea,'1851,'a3
      11711,'2c,'3810,'47
      11712,'f2,'32af,'8f
      11713,'28,'25dc,'1e
      11714,'0c,'1ec6,'3c
      11715,'02,'136b,'79
      11716,'7f,'10e2,'f2
      11717,'95,'3a9f,'e4
      11718,'b9,'322c,'c8
      11719,'4b,'30a3,'91
      11720,'63,'3020,'22
      11721,'6f,'255f,'45
      11722,'6d,'0bb9,'8b
      11723,'12,'3d8d,'16
      11724,'87,'26d6,'2c
      11725,'3e,'21c4,'59
      11726,'75,'353e,'b3
      11727,'16,'2459,'67
      11728,'79,'2147,'ce
      11729,'14,'2041,'9d
      11730,'06,'0abf,'3a
      11731,'81,'1773,'75
      11732,'bf,'3b1a,'ea
      11733,'ca,'0dad,'d4
      11734,'dc,'0389,'a9
      11735,'a5,'2a7d,'53
      11736,'b1,'08b3,'a7
      11737,'b7,'028f,'4f
      11738,'36,'0083,'9f
      11739,'89,'157f,'3e
      11740,'43,'2ee6,'7d
      11741,'9f,'3634,'fa
      11742,'3a,'1b5b,'f4
      11743,'8b,'0712,'e8
      11744,'3c,'14fa,'d0
      11745,'0a,'1167,'a1
      11746,'83,'051e,'43
      11747,'c0,'0106,'87
      11748,'5f,'2afe,'0e
      11749,'65,'1dcc,'1c
      11750,'ee,'2c69,'38
      11751,'d2,'36b7,'71
      11752,'d8,'0e24,'e2
      11753,'5b,'29f4,'c4
      11754,'9b,'22ce,'89
      11755,'c4,'0a3c,'12
      11756,'a1,'020c,'24
      11757,'4f,'15fc,'49
      11758,'9d,'3b99,'93
      11759,'45,'18d2,'26
      11760,'1e,'2d6f,'4d
      11761,'85,'1c49,'9b
      11762,'41,'13e8,'36
      11763,'e0,'059d,'6d
      11764,'af,'1479,'da
      11765,'32,'0418,'b5
      11766,'77,'2bf8,'6b
      11767,'69,'3732,'d6
      11768,'ec,'31a5,'ad
      11769,'ad,'1ade,'5b
      11770,'4d,'3893,'b7
      11771,'e2,'27d0,'6f
      11772,'d0,'0b3a,'de
      11773,'a7,'28f2,'bd
      11774,'ce,'0830,'7b
      11775,'22,'17f0,'f6
      11776,'8f,'2e65,'ec
      11777,'c2,'234b,'d8
      11778,'20,'35bd,'b1
      11779,'f0,'3126,'63
      11780,'57,'0fa1,'c6
      11781,'99,'1675,'8d
      11782,'bb,'11e4,'1a
      11783,'34,'1061,'34
      11784,'f6,'2fe0,'69
      11785,'d6,'1cca,'d2
      11786,'26,'0697,'a5
      11787,'71,'2b7b,'4b
      11788,'e8,'224d,'97
      11789,'53,'1f43,'2e
      11790,'67,'2cea,'5d
      11791,'91,'23c8,'bb
      11792,'47,'20c2,'77
      11793,'61,'1fc0,'ee
      11794,'10,'3995,'dc
      11795,'f8,'0d2e,'b9
      11796,'ab,'16f6,'73
      11797,'cc,'049b,'e6
      11798,'5d,'3e87,'cc
      11799,'1a,'19d4,'99
      11800,'7b,'0791,'32
      11801,'6b,'0185,'65
      11802,'93,'3f81,'ca
      11803,'38,'332a,'95
      11804,'f4,'1a5d,'2a
      11805,'a9,'2dec,'55
      11806,'b3,'0936,'ab
      11807,'c8,'3d0e,'57
      11808,'a3,'33a9,'af
      11809,'30,'0f22,'5f
      11810,'08,'030a,'bf
      11811,'fc,'3f02,'7f
      11812,'55,'2655,'fe
      11813,'e6,'34bb,'fc
      11814,'2e,'1bd8,'f8
      11815,'8d,'126d,'f0
      11816,'bd,'3a1c,'e0
      11817,'b5,'2753,'c0
      11818,'49,'1e45,'81
      11819,'1c,'0614,'02
      11820,'fa,'3e04,'04
      11821,'d4,'0cab,'08
      11822,'59,'2977,'10
      11823,'e4,'37b1,'20
      11824,'51,'24da,'41
      11825,'18,'3438,'83
      11826,'04,'0ea7,'06
      11827,'fe,'3c8b,'0c
      11828,'2a,'0c28,'18
      11829,'73,'3c08,'30
      11830,'97,'1957,'61
      11831,'c6,'12ee,'c2
      11832,'de,'2f63,'85
      11833,'da,'09b5,'0a
      11834,'24,'2871,'14
      11835,'0e,'1d4f,'28
      11836,'7d,'3916,'51
      11837,'ea,'1851,'a3
      11838,'2c,'3810,'47
      11839,'f2,'32af,'8f
      11840,'28,'25dc,'1e
      11841,'0c,'1ec6,'3c
      11842,'02,'136b,'79
      11843,'7f,'10e2,'f2
      11844,'95,'3a9f,'e4
      11845,'b9,'322c,'c8
      11846,'4b,'30a3,'91
      11847,'63,'3020,'22
      11848,'6f,'255f,'45
      11849,'6d,'0bb9,'8b
      11850,'12,'3d8d,'16
      11851,'87,'26d6,'2c
